,filename,text,emotion,processed_text,AWL,ASL,NOW,NVB,NAJ,NPV,NST,CDV,NTP,TPR
166,Ses01F_impro04_M023,"I just, you know, think you should try a little harder maybe.",neu,i just you know think you should try a little harder maybe .,3.6923076923076925,13.0,13,3,1,0,1,13.0,0,0.0
167,Ses01F_impro04_F023,you think that you're better than me because I don't have a car?,fru,you think that you re better than me because i don t have a car ?,3.125,16.0,16,4,1,0,1,16.0,0,0.0
168,Ses01F_impro04_M024,I didn't say that.,neu,i didn t say that .,2.3333333333333335,6.0,6,2,0,0,1,0.0,0,0.0
169,Ses01F_impro04_F024,"You know, you're riding the bus, too.",fru,you know you re riding the bus too .,3.111111111111111,9.0,9,3,0,0,1,4.5,0,0.0
170,Ses01F_impro04_M025,"I am riding the bus, but by choice.",neu,i am riding the bus but by choice .,3.0,9.0,9,2,0,0,1,3.0,0,0.0
171,Ses01F_impro04_F025,Why?  What choice?,fru,why ? what choice ?,3.0,2.5,5,0,0,0,2,5.0,0,0.0
172,Ses01F_impro04_M026,"To save the environment, carpool.",neu,to save the environment carpool .,4.666666666666667,6.0,6,1,0,0,1,2.0,1,0.16666666666666666
173,Ses01F_impro04_F026,You're saving the environment. mmhmm,fru,you re saving the environment . mmhmm,4.428571428571429,3.5,7,2,0,0,2,2.3333333333333335,1,0.14285714285714285
174,Ses01F_impro04_M027,Yes.  One less car at a time.,neu,yes . one less car at a time .,2.4444444444444446,4.5,9,0,1,0,2,4.5,0,0.0
175,Ses01F_impro04_F027,Interesting.  That's fantastic.,fru,interesting . that s fantastic .,4.5,3.0,6,1,2,0,2,3.0,0,0.0
176,Ses01F_impro04_M028,Mmhmm.,neu,mmhmm .,3.0,2.0,2,0,0,0,1,2.0,1,0.5
177,Ses01F_impro04_M029,"You know, you don't have to take out your frustration on me, you know, just because...",fru,you know you don t have to take out your frustration on me you know just because . . .,3.35,20.0,20,5,0,0,1,20.0,0,0.0
178,Ses01F_impro04_F028,I'm not frustrated.,ang,i m not frustrated .,3.2,5.0,5,2,0,1,1,5.0,0,0.0
179,Ses01F_impro04_M030,...you can't get a job and refuse to have a resume.,fru, . . .you can t get a job and refuse to have a resume .,2.6666666666666665,15.0,15,3,0,0,1,5.0,0,0.0
180,Ses01F_impro04_F029,Who do you think you are?,ang,who do you think you are ?,2.857142857142857,7.0,7,3,0,0,1,0.0,0,0.0
181,Ses01F_impro04_M031,I don't think I'm anyone.,neu,i don t think i m anyone .,2.375,8.0,8,3,3,0,1,0.0,0,0.0
182,Ses01F_impro04_F030,You are so high and mighty.  I just--,ang,you are so high and mighty . i just ,3.0,4.5,9,1,1,0,2,4.5,0,0.0
183,Ses01F_impro04_M032,I- I-I didn't-- okay.,neu,i i i didn t okay .,1.8571428571428572,7.0,7,3,1,0,1,0.0,0,0.0
184,Ses01F_impro04_F031,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,ang,oh . i m saving the environment . i m riding this car because i i want to .,3.0,6.333333333333333,19,5,2,0,3,4.75,0,0.0
185,Ses01F_impro04_M033,What?  No.,xxx,what ? no .,2.0,2.0,4,0,0,0,2,0.0,0,0.0
186,Ses01F_impro04_M034,What? Oh.  So now you're...,fru,what ? oh . so now you re . . .,1.9090909090909092,3.6666666666666665,11,1,0,0,3,0.0,0,0.0
187,Ses01F_impro04_F032,"The bus, I'm riding the bus because I want to.",ang,the bus i m riding the bus because i want to .,2.9166666666666665,12.0,12,2,1,0,1,4.0,0,0.0
188,Ses01F_impro04_M035,you know what?  You don't have to take your anger and your hurt out on me.,fru,you know what ? you don t have to take your anger and your hurt out on me .,3.0,9.5,19,5,0,0,2,9.5,0,0.0
189,Ses01F_impro04_F033,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,ang,i can not you are not here by choice . nobody would ride this bus by choice .,3.3333333333333335,9.0,18,2,0,0,2,4.5,0,0.0
190,Ses01F_impro04_M036,Why not?,xxx,why not ?,2.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
191,Ses01F_impro05_F000,Hi.,fru,hi .,1.5,2.0,2,0,0,0,1,0.0,0,0.0
192,Ses01F_impro05_M000,Hi.  Thanks for waiting.,neu,hi . thanks for waiting .,3.3333333333333335,3.0,6,1,0,0,2,6.0,0,0.0
193,Ses01F_impro05_F001,Yeah. This is the fourth line that I have been in.,fru,yeah . this is the fourth line that i have been in .,3.076923076923077,6.5,13,3,1,0,2,6.5,0,0.0
194,Ses01F_impro05_M001,Can I help you?,hap,can i help you ?,2.4,5.0,5,1,0,0,1,0.0,0,0.0
195,Ses01F_impro05_M002,Uh huh.,hap,uh huh .,2.0,3.0,3,0,1,0,1,3.0,2,0.6666666666666666
196,Ses01F_impro05_F002,I need my bag.,fru,i need my bag .,2.2,5.0,5,1,0,0,1,5.0,0,0.0
197,Ses01F_impro05_M003,Okay.,neu,okay .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
198,Ses01F_impro05_F003,"I flew in over three hours ago, I've been in four different lines.",fru,i flew in over three hours ago i ve been in four different lines .,3.466666666666667,15.0,15,4,1,0,1,3.0,0,0.0
199,Ses01F_impro05_M004,Okay.,neu,okay .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
200,Ses01F_impro05_F004,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,fru,i waited the entire baggage i waited for the whole baggage carousel four times . they told me to go to the next one . i waited through that for three planes and now i m here .,3.6315789473684212,12.666666666666666,38,6,4,0,3,3.8,1,0.02631578947368421
201,Ses01F_impro05_M005,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neu,okay . great . i m really sorry that you had to do that . what s your last name ? let s start there .,2.923076923076923,5.2,26,6,5,0,5,8.666666666666666,0,0.0
202,Ses01F_impro05_F005,Nash.,fru,nash .,2.5,2.0,2,0,0,0,1,2.0,1,0.5
203,Ses01F_impro05_M006,Okay.,neu,okay .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
204,Ses01F_impro05_F006,No G.,xxx,no g .,1.3333333333333333,3.0,3,0,0,0,1,3.0,0,0.0
205,Ses01F_impro05_M007,all right- okay.  And you lost your bag? Is that- that the issue?,neu,all right okay . and you lost your bag ? is that that the issue ?,3.125,5.333333333333333,16,2,1,0,3,5.333333333333333,0,0.0
206,Ses01F_impro05_F007,Yes.,fru,yes .,2.0,2.0,2,0,0,0,1,0.0,0,0.0
207,Ses01F_impro05_F008,Flight seven fourteen.,ang,flight seven fourteen .,5.0,4.0,4,0,0,0,1,2.0,0,0.0
208,Ses01F_impro05_M008,Uh-huh.,neu,uh huh .,2.0,3.0,3,0,1,0,1,3.0,2,0.6666666666666666
209,Ses01F_impro05_F009,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang,am i going to be getting like free tickets free mileage . when can i expect my bag here ?,3.5,10.0,20,6,2,0,2,3.3333333333333335,0,0.0
210,Ses01F_impro05_M009,"Yeah. Yeah, I don't see- I don't see any--",neu,yeah . yeah i don t see i don t see any ,2.3333333333333335,6.0,12,4,4,0,2,0.0,0,0.0
211,Ses01F_impro05_M010,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neu,i don t see any record of it and i usually when i don t see a record of it that means um ,2.869565217391304,23.0,23,6,5,0,1,7.666666666666667,1,0.043478260869565216
212,Ses01F_impro05_M011,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neu,we ve mistakenly lost your baggage . we re very sorry . on behalf of jet blue i would like to apologize for any inconvenience . i am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us . i m very sorry once again . . .,3.5833333333333335,12.0,60,12,5,1,5,3.3333333333333335,1,0.016666666666666666
213,Ses01F_impro05_F010,"Oh, Are you kidding me?",xxx,oh are you kidding me ?,3.0,6.0,6,2,0,0,1,6.0,1,0.16666666666666666
214,Ses01F_impro05_M012,"for such an inconvenience and your bag, but",neu,for such an inconvenience and your bag but,4.375,8.0,8,0,0,0,1,4.0,0,0.0
215,Ses01F_impro05_F011,Is this a joke?,ang,is this a joke ?,2.4,5.0,5,1,0,0,1,5.0,0,0.0
216,Ses01F_impro05_M013,Yeah.,neu,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
217,Ses01F_impro05_M014,"No, no.",neu,no no .,1.6666666666666667,3.0,3,0,0,0,1,0.0,0,0.0
218,Ses01F_impro05_F012,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",ang,are there candid cameras ? is this that movie ? there s that show right ? airplane airline .,3.8947368421052633,4.75,19,3,2,0,4,3.1666666666666665,1,0.05263157894736842
219,Ses01F_impro05_M015,"No, no.  This is real.",neu,no no . this is real .,2.2857142857142856,3.5,7,1,1,0,2,7.0,0,0.0
220,Ses01F_impro05_F013,So you'll give me money and then I'll get my bag?,xxx,so you ll give me money and then i ll get my bag ?,2.642857142857143,14.0,14,4,0,0,1,4.666666666666667,0,0.0
221,Ses01F_impro05_M016,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neu,no . i m just giving you money the bag is gone . if it s not here i m really sorry there is nothing i can do because . . .,2.84375,10.666666666666666,32,8,2,1,3,8.0,0,0.0
222,Ses01F_impro05_M017,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neu,this is the only track record that we have and if it s not listed here then it s probably not anywhere .,3.5652173913043477,23.0,23,5,1,1,1,5.75,0,0.0
223,Ses01F_impro05_F014,"You're kidding me, this is a joke.",ang,you re kidding me this is a joke .,2.888888888888889,9.0,9,3,0,0,1,4.5,1,0.1111111111111111
224,Ses01F_impro05_M018,"Once again, I'm really- I'm really sorry.",xxx,once again i m really i m really sorry .,3.1,10.0,10,2,3,0,1,10.0,0,0.0
225,Ses01F_impro05_F015,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,ang,do you have any idea fifty dollars ? that s supposed to replace everything that i have ? do you understand how much i have packed in there ? not only does it have sentimental value it can t be replaced like that . it was incredibly expensive .,3.979591836734694,9.8,49,15,3,2,5,4.083333333333333,0,0.0
226,Ses01F_impro05_M019,Yes.,neu,yes .,2.0,2.0,2,0,0,0,1,0.0,0,0.0
227,Ses01F_impro05_M020,I know.,neu,i know .,2.0,3.0,3,1,0,0,1,0.0,0,0.0
228,Ses01F_impro05_F016,We flew in from Paris.  I've been shopping for three weeks.,ang,we flew in from paris . i ve been shopping for three weeks .,3.357142857142857,7.0,14,4,1,0,2,3.5,0,0.0
229,Ses01F_impro05_M021,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",xxx,i m very sorry . but if you see the sign that s right behind me here it spells it out really clearly that we are not held liable ,3.4482758620689653,14.5,29,6,3,1,2,5.8,0,0.0
230,Ses01F_impro05_F017,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,ang,i don t care what you re freaking sign says . somebody somebody needs to replace everything i ve got there and give me money for my inconvenience .,4.103448275862069,14.5,29,10,1,0,2,4.833333333333333,1,0.034482758620689655
231,Ses01F_impro05_M022,Okay. Calm-,neu,okay . calm ,3.0,1.5,3,0,0,0,2,3.0,0,0.0
232,Ses01F_impro05_M023,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neu,actually we are not necessarily liable to give you to even give you this fifty dollars so . . . it s actually it s actually really,3.8518518518518516,13.5,27,5,2,0,2,4.5,0,0.0
233,Ses01F_impro05_F018,Do you understand who my husband is?,ang,do you understand who my husband is ?,3.75,8.0,8,3,0,0,1,4.0,0,0.0
234,Ses01F_impro05_F019,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",ang,if you re if you re if you re looking for a lawsuit baby you ve found it .,2.9473684210526314,19.0,19,6,0,0,1,6.333333333333333,0,0.0
235,Ses01F_impro05_M024,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neu,we are actually not even allowed you know like we don t have to give you this fifty dollars . we don t have to do that .,3.3214285714285716,14.0,28,9,1,0,2,7.0,0,0.0
236,Ses01F_impro05_F020,Oh-Oh.  It's a gift.  You're-You're helping me out here?,ang,oh oh . it s a gift . you re you re helping me out here ?,2.411764705882353,5.666666666666667,17,4,1,0,3,8.5,0,0.0
237,Ses01F_impro05_M025,It's a gift.,neu,it s a gift .,1.8,5.0,5,1,0,0,1,5.0,0,0.0
238,Ses01F_impro05_M026,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neu,you know the airlines can not be held responsible for every bag of luggage that comes through here .,4.315789473684211,19.0,19,4,1,1,1,3.8,1,0.05263157894736842
239,Ses01F_impro05_F021,You are cruising for a bruising.  You are in so much trouble.,ang,you are cruising for a bruising . you are in so much trouble .,3.5,7.0,14,3,1,0,2,4.666666666666667,1,0.07142857142857142
240,Ses01F_impro05_M027,With the amount of--,neu,with the amount of ,3.75,4.0,4,0,0,0,1,4.0,0,0.0
241,Ses01F_impro05_F022,Who's in charge?  Who is the president of Jet Blue?,ang,who s in charge ? who is the president of jet blue ?,3.076923076923077,6.5,13,2,0,0,2,3.25,0,0.0
242,Ses01F_impro05_M028,"Um, actually, I don't know. I don't know. Oh really?",neu,um actually i don t know . i don t know . oh really ?,2.6,5.0,15,4,3,0,3,0.0,1,0.06666666666666667
243,Ses01F_impro05_F023,Because I probably know him.,ang,because i probably know him .,4.0,6.0,6,1,0,0,1,6.0,0,0.0
244,Ses01F_impro05_F024,Yeah.,ang,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
245,Ses01F_impro05_M029,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neu,well then maybe you can just call him and he can give you more money . but right now all i can do ,3.260869565217391,11.5,23,3,1,0,2,7.666666666666667,0,0.0
246,Ses01F_impro05_F025,"I don't want money, I want my clothes.",ang,i don t want money i want my clothes .,2.9,10.0,10,3,1,0,1,5.0,0,0.0
247,Ses01F_impro05_M030,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neu,right now all i can do is just give you this fifty dollars i m really sorry .,3.3333333333333335,18.0,18,4,3,0,1,4.5,0,0.0
248,Ses01F_impro05_F026,What's your name?,ang,what s your name ?,2.8,5.0,5,1,0,0,1,0.0,0,0.0
249,Ses01F_impro05_M031,Oh.  My name is Sean. Hi.,neu,oh . my name is sean . hi .,2.111111111111111,3.0,9,1,1,0,3,0.0,1,0.1111111111111111
250,Ses01F_impro05_F027,Sean.  Great. Do you have a badge number or something?,xxx,sean . great . do you have a badge number or something ?,3.3846153846153846,4.333333333333333,13,2,1,0,3,4.333333333333333,1,0.07692307692307693
251,Ses01F_impro05_M032,"Badge number?  Uh, no.  You can just take my employee number I guess.",sur,badge number ? uh no . you can just take my employee number i guess .,3.375,5.333333333333333,16,1,1,0,3,2.6666666666666665,1,0.0625
252,Ses01F_impro05_F028,Okay.  I'll do that.,ang,okay . i ll do that .,2.142857142857143,3.5,7,2,0,0,2,0.0,0,0.0
253,Ses01F_impro05_M033,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,sur,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .,3.230769230769231,6.5,26,9,4,0,4,8.666666666666666,0,0.0
254,Ses01F_impro05_F029,I don't think you have done everything you could do because I don't have my bag here yet.,ang,i don t think you have done everything you could do because i don t have my bag here yet .,3.3333333333333335,21.0,21,8,2,0,1,21.0,0,0.0
255,Ses01F_impro05_M034,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neu,if you want you can write a letter . i can give you the address . yes . an angry ,3.05,5.0,20,3,1,0,4,4.0,0,0.0
256,Ses01F_impro05_F030,A letter? I'll make a personal phone call.,ang,a letter ? i ll make a personal phone call .,3.090909090909091,5.5,11,2,1,0,2,2.2,0,0.0
257,Ses01F_impro05_M035,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neu,or you can make a phone call . but i think a letter might be a little more in my impression letters have more . . .,3.2962962962962963,13.5,27,4,3,0,2,4.5,0,0.0
258,Ses01F_impro06_M000,"I'm sorry, Joy.",sad,i m sorry joy .,2.2,5.0,5,0,1,0,1,2.5,0,0.0
259,Ses01F_impro06_F000,It's okay.,xxx,it s okay .,2.0,4.0,4,1,0,0,1,0.0,0,0.0
260,Ses01F_impro06_M001,Is there anything I can get you?  Do you want me to take care of anything for you or...?,neu,is there anything i can get you ? do you want me to take care of anything for you or . . . ?,2.875,8.0,24,5,0,0,3,0.0,0,0.0
261,Ses01F_impro06_F001,"No, no, no.",xxx,no no no .,1.75,4.0,4,0,0,0,1,0.0,0,0.0
262,Ses01F_impro06_M002,...pick up anything?,neu, . . .pick up anything ?,3.0,6.0,6,1,0,0,1,6.0,0,0.0
263,Ses01F_impro06_F002,No.,sad,no .,1.5,2.0,2,0,0,0,1,0.0,0,0.0
264,Ses01F_impro06_M003,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,sad,you know you are welcome to stay at my house if you want to just check out for a couple days and hang out .,3.32,25.0,25,5,2,0,1,3.5714285714285716,0,0.0
265,Ses01F_impro06_F003,That's sweet.,neu,that s sweet .,2.75,4.0,4,1,0,0,1,4.0,0,0.0
266,Ses01F_impro06_F004,Thank you.,neu,thank you .,3.0,3.0,3,0,0,0,1,0.0,0,0.0
267,Ses01F_impro06_F005,I went to see her headstone a week or two ago.,sad,i went to see her headstone a week or two ago .,3.0,12.0,12,2,1,0,1,4.0,1,0.08333333333333333
268,Ses01F_impro06_F006,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",sad,i used to go to cemeteries a lot before she died . i just you know i felt like they were urban oasis you know there is always this green in the city .,3.4411764705882355,17.0,34,10,3,0,2,4.25,0,0.0
269,Ses01F_impro06_M004,Hmm.,neu,hmm .,2.0,2.0,2,0,0,0,1,0.0,1,0.5
270,Ses01F_impro06_F007,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,sad,so i was like wandering around before . it takes forever to find her headstone i always lose it . you know .,3.739130434782609,7.666666666666667,23,6,1,0,3,3.8333333333333335,1,0.043478260869565216
