filename,text,emotion,processed_text
Ses01F_impro07_F000,"Yes.  There's a big envelope it says, you're in. I know.",exc,yes . there s a big envelope it says you re in . i know .
Ses01F_impro07_M001,Yeah. That is so awesome.,exc,yeah . that is so awesome .
Ses01F_impro07_M002,Oh my God. What are you going to do? [LAUGHTER],exc,oh my god . what are you going to do ? laughter 
Ses01F_impro07_F001,So I have to move back to the ghetto but...I know.,xxx,so i have to move back to the ghetto but . . .i know .
Ses01F_impro07_M003,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",exc,oh yeah i bet you re really excited . oh . that s what loans are for ? right ? exactly .
Ses01F_impro07_F002,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",exc,i m really excited . yeah . i don t know how i m going to pay for anything but . . . i also yeah . loans too yeah . i applied though for a bunch of grants and scholarships so i m still waiting to hear on that .
Ses01F_impro07_M004,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",exc,oh . good good . that s awesome . are you going to stay around here ? or are you going to like get a different neighborhood you going to move to a different neighborhood ?
Ses01F_impro07_F003,"Oh- I know, I know, I know, I know.",exc,oh i know i know i know i know .
Ses01F_impro07_F004,"I don't know.  I spend so much time commuting as it is, I'd rather.",exc,i don t know . i spend so much time commuting as it is i d rather .
Ses01F_impro07_M005,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,exc,this is so i am so happy that you re going to stay . you re not going to . . .we should totally throw a party .
Ses01F_impro07_F005,I know. We should throw a party.,exc,i know . we should throw a party .
Ses01F_impro07_F006,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",xxx,at arapaho we could afford that . garbage . yeah . so what are you doing this summer though ? you re staying around too yeah ?
Ses01F_impro07_M006,A rapper party ho. Yeah. Okay.,exc,a rapper party ho . yeah . okay .
Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",exc,i am just yeah . i m sticking around i m just doing my thing . i m living here . i m so glad you re going to stay i m so glad you re going to be here . yeah . woo .
Ses01F_impro07_F007,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,xxx,it s a relief too . i mean i was thinking i was going to have to pack up all of my stuff but yeah . hooray for u .s .c .
Ses01F_impro07_M008,Yeah.  Big time.,exc,yeah . big time .
Ses01F_impro07_M009,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,exc,mmhmm . mmhmm . yay . so what major ? what are you doing ?
Ses01F_impro07_F008,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",xxx,umm . it s . . .it s uhh . . .it s critical studies . it s a really prestigious program so they say .
Ses01F_impro07_M010,"Oh, okay.",xxx,oh okay .
Ses01F_impro07_M011,Ooh. Fancy.,xxx,ooh . fancy .
Ses01F_impro07_F009,Yeah.  I'm not sure.,exc,yeah . i m not sure .
Ses01F_impro07_M012,Is this a Masters or a P.h.D.?  Or can you...? Nice,neu,is this a masters or a p .h .d . ? or can you . . . ? nice
Ses01F_impro07_F010,Umm...P.h.D. [LAUGHTER],exc,umm . . .p .h .d . laughter 
Ses01F_impro07_M013,"That's good.  Don't you have to like teach a class, too, when you do that?",neu,that s good . don t you have to like teach a class too when you do that ?
Ses01F_impro07_F011,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm.",xxx,um yeah yeah . i m a ta for two sessions . mmhmm .
Ses01F_impro07_M014,"Teacher. Mrs. Nash, I have a question.",exc,teacher . mrs . nash i have a question .
Ses01F_impro07_F012,So I get to mold young minds. Mrs.?  That's my mother.,exc,so i get to mold young minds . mrs . ? that s my mother .
Ses01F_impro07_M015,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,exc,you have to get married . well you are married to chuck . you re mrs . nash . not to be confused with mrs . dash which is the popular seasoning .
Ses01F_impro07_F013,"I would be like- Oh. Right, right, right.",exc,i would be like oh . right right right .
Ses01F_impro07_M016,"Mrs. Nash.  That's so awesome, though.",xxx,mrs . nash . that s so awesome though .
Ses01F_impro07_F014,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",xxx,yeah . yeah i m excited . hooray . and then i ll be a millionaire once i graduate you understand ? because that s the way it works .
Ses01F_impro07_M017,Yay...School's fun.,exc,yay . . .school s fun .
Ses01F_impro07_M018,"Of course, right.  That's where the real money is, being a student.",neu,of course right . that s where the real money is being a student .
Ses01F_impro07_F015,Yeah.  Totally. [LAUGHTER],xxx,yeah . totally . laughter 
Ses01F_impro07_M019,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,hap,that s how you get the big bucks . are you messing with the chair ? don t ruin it .
Ses01F_impro07_F016,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",exc,i know . i made such a mess of it the entire time . the last three things i ve done i ve ruined everything i think . mm hmm . yeah .
Ses01F_script01_1_F000,What's he going to say?,fru,what s he going to say ?
Ses01F_script01_1_F001,Maybe we should tell him before he sees it.,xxx,maybe we should tell him before he sees it .
Ses01F_script01_1_M000,He saw it.,neu,he saw it .
Ses01F_script01_1_F002,How could he see it?  I was the first one up; he was still in bed.,sur,how could he see it ? i was the first one up he was still in bed .
Ses01F_script01_1_M001,He was out here when it broke.,neu,he was out here when it broke .
Ses01F_script01_1_F003,When?,xxx,when ?
Ses01F_script01_1_M002,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,neu,four o clock this morning . i heard a crack and i woke up and looked out . he was standing right over there when it cracked .
Ses01F_script01_1_F004,What was he doing out here at four o clock in the morning?,xxx,what was he doing out here at four o clock in the morning ?
Ses01F_script01_1_M003,I don't know.,neu,i don t know .
Ses01F_script01_1_F005,"He's dreaming of him again, walking around.",neu,he s dreaming of him again walking around .
Ses01F_script01_1_M004,I guess he is.,neu,i guess he is .
Ses01F_script01_1_F006,It's getting to be just like after he died.  What's the meaning of that?,xxx,it s getting to be just like after he died . what s the meaning of that ?
Ses01F_script01_1_M005,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",fru,i don t know the meaning of it . but i know one thing mom you ve made a terrible mistake with father .
Ses01F_script01_1_F007,What?,xxx,what ?
Ses01F_script01_1_M006,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off.",xxx,being dishonest with him you know . this kind of thing always pays off and it s paying off .
Ses01F_script01_1_F008,What do you mean dishonest?,xxx,what do you mean dishonest ?
Ses01F_script01_1_M007,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,neu,you know larry is not coming back and i know it . why do we allow him to go on thinking that we believe with him ?
Ses01F_script01_1_F009,What do you want to do?  Argue with him?,fru,what do you want to do ? argue with him ?
Ses01F_script01_1_M008,I don't want to argue but it's time he realized that nobody believes Larry is alive.,fru,i don t want to argue but it s time he realized that nobody believes larry is alive .
Ses01F_script01_1_M009,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",fru,you know ? why shouldn t he walk the nights thinking of him dreaming of him ? do we contradict him ? do we say we don t have any hope anymore ? that we haven t had any hope for years now ?
Ses01F_script01_1_F010,You can't say that to him.,fru,you can t say that to him .
Ses01F_script01_1_M010,We've got to say it to him.,neu,we ve got to say it to him .
Ses01F_script01_1_F011,Where's the proof?  Do you have any proof?,fru,where s the proof ? do you have any proof ?
Ses01F_script01_1_M011,"For God's sake, three years?  Nobody comes back after three years; that's insane.",fru,for god s sake three years ? nobody comes back after three years that s insane .
Ses01F_script01_1_F012,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",fru,to you it is to me it is but to your father you can talk yourself until you are blue in the face . but there is no grave and there is no body so where are you ?
Ses01F_script01_1_M012,"Sit down, Mom.  I want to talk to you.",neu,sit down mom . i want to talk to you .
Ses01F_script01_1_F013,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",xxx,it s that the trouble is those god damn newspapers . every month some new boy comes back and so the next one is going to be larry they just 
Ses01F_script01_1_M013,"All right, all right, all right.  You know why I asked Annie here, right?",fru,all right all right all right . you know why i asked annie here right ?
Ses01F_script01_1_F014,Why?,fru,why ?
Ses01F_script01_1_M014,You know.,neu,you know .
Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",neu,well i got an idea but what s your story ?
Ses01F_script01_1_M015,I'm going to ask her to marry me.,neu,i m going to ask her to marry me .
Ses01F_script01_1_F016,"Well that's only your business, Chris.",xxx,well that s only your business chris .
Ses01F_script01_1_M016,You know it's not just my business.,neu,you know it s not just my business .
Ses01F_script01_1_F017,Well what do you want me to do?  You're old enough to know your own mind.,xxx,well what do you want me to do ? you re old enough to know your own mind .
Ses01F_script01_1_M017,"So all right then, I'll just go ahead with it?",neu,so all right then i ll just go ahead with it ?
Ses01F_script01_1_F018,Well you want to make sure that your father is not going to --,xxx,well you want to make sure that your father is not going to 
Ses01F_script01_1_M018,Then it's not just my business.,fru,then it s not just my business .
Ses01F_script01_1_F019,I'm just saying.,xxx,i m just saying .
Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",ang,you know sometimes you infuriate me . you know that ? isn t it your business if i tell father and he throws a fit about it ? god you have such a talent for ignoring things .
